docid,best_match,score
154000517.pdf_107,Solar photovoltaic-toward commoditization.pdf_11,0.671875
174000644.pdf_131,France NPF (EN).pdf_6,0.67578125
174000650.pdf_121,Solar photovoltaic-toward commoditization.pdf_11,0.66796875
17_EDF EN VW_Chambon Puyravault_Livre3_AU2_Dossier Administratif et Technique (1).pdf_1,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_1,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_10,Energy pathways 2050_Key results.pdf_7,0.74609375
2010_-_MEEKHUN.pdf_11,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_23,A-Study-on-Solar-Photovoltaic-Conversion.pdf_1,0.70703125
2010_-_MEEKHUN.pdf_27,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_29,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_32,illustrative_presentation.pdf_7,0.6953125
2010_-_MEEKHUN.pdf_33,11B_4_GIZ17_140_paper_Ajaykumar_Damral_.pdf_2,0.71875
2010_-_MEEKHUN.pdf_34,11B_4_GIZ17_140_paper_Ajaykumar_Damral_.pdf_2,0.71484375
2010_-_MEEKHUN.pdf_35,Renewable_Energy_Resource_Solar_PV_Syste.pdf_2,0.69140625
2010_-_MEEKHUN.pdf_36,Renewable_Energy_Resource_Solar_PV_Syste.pdf_2,0.69140625
2010_-_MEEKHUN.pdf_37,11B_4_GIZ17_140_paper_Ajaykumar_Damral_.pdf_2,0.69921875
2010_-_MEEKHUN.pdf_38,Renewable_Energy_Resource_Solar_PV_Syste.pdf_2,0.67578125
2010_-_MEEKHUN.pdf_41,Renewable_Energy_Resource_Solar_PV_Syste.pdf_2,0.73046875
2010_-_MEEKHUN.pdf_42,11B_4_GIZ17_140_paper_Ajaykumar_Damral_.pdf_2,0.73828125
2010_-_MEEKHUN.pdf_43,illustrative_presentation.pdf_11,0.6875
2010_-_MEEKHUN.pdf_44,11B_4_GIZ17_140_paper_Ajaykumar_Damral_.pdf_2,0.68359375
2010_-_MEEKHUN.pdf_45,A-Study-on-Solar-Photovoltaic-Conversion.pdf_1,0.71484375
2010_-_MEEKHUN.pdf_48,A-Study-on-Solar-Photovoltaic-Conversion.pdf_1,0.65625
2010_-_MEEKHUN.pdf_68,515.pdf_1,0.71484375
2010_-_MEEKHUN.pdf_70,515.pdf_3,0.6953125
2010_-_MEEKHUN.pdf_71,515.pdf_1,0.65234375
2010_-_MEEKHUN.pdf_73,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_75,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_105,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_107,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_109,Chapter 5 Notes WSES.pdf_8,0.67578125
2010_-_MEEKHUN.pdf_110,illustrative_presentation.pdf_10,0.6640625
2010_-_MEEKHUN.pdf_111,Chapter 5 Notes WSES.pdf_15,0.72265625
2010_-_MEEKHUN.pdf_112,Chapter 5 Notes WSES.pdf_15,0.6953125
2010_-_MEEKHUN.pdf_114,Chapter 5 Notes WSES.pdf_12,0.6953125
2010_-_MEEKHUN.pdf_121,515.pdf_4,0.67578125
2010_-_MEEKHUN.pdf_130,515.pdf_1,0.6640625
2010_-_MEEKHUN.pdf_131,515.pdf_1,0.671875
2010_-_MEEKHUN.pdf_132,515.pdf_1,0.71484375
2010_-_MEEKHUN.pdf_133,515.pdf_1,0.7265625
2010_-_MEEKHUN.pdf_135,515.pdf_1,0.6953125
2010_-_MEEKHUN.pdf_139,Chapter 5 Notes WSES.pdf_12,0.65625
2010_-_MEEKHUN.pdf_140,Chapter 5 Notes WSES.pdf_12,0.69921875
2010_-_MEEKHUN.pdf_142,Chapter 5 Notes WSES.pdf_12,0.7265625
2010_-_MEEKHUN.pdf_143,515.pdf_1,0.671875
2010_-_MEEKHUN.pdf_144,515.pdf_1,0.73828125
2010_-_MEEKHUN.pdf_145,515.pdf_1,0.67578125
2010_-_MEEKHUN.pdf_151,515.pdf_4,0.6640625
2010_-_MEEKHUN.pdf_153,515.pdf_4,0.6640625
2010_-_MEEKHUN.pdf_154,515.pdf_4,0.67578125
2010_-_MEEKHUN.pdf_156,a365101-832.pdf_4,0.69921875
2010_-_MEEKHUN.pdf_159,Chapter 5 Notes WSES.pdf_16,0.65234375
2010_-_MEEKHUN.pdf_160,515.pdf_1,0.73828125
2010_-_MEEKHUN.pdf_161,515.pdf_3,0.65234375
2010_-_MEEKHUN.pdf_162,515.pdf_1,0.66015625
2010_-_MEEKHUN.pdf_164,Energy pathways 2050_Key results.pdf_7,0.75390625
2010_-_MEEKHUN.pdf_165,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_169,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_171,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_177,Energy pathways 2050_Key results.pdf_7,0.81640625
2010_-_MEEKHUN.pdf_179,Energy pathways 2050_Key results.pdf_61,1.0078125
2010_-_MEEKHUN.pdf_189,Energy pathways 2050_Key results.pdf_7,0.69140625
2010_-_MEEKHUN.pdf_191,Energy pathways 2050_Key results.pdf_7,0.94921875
2019 02 14 projet de PNIEC France_Version consolidee.pdf_93,PPE-Executive summary.pdf_10,0.69140625
2019 02 14 projet de PNIEC France_Version consolidee.pdf_147,enea-overview-of-the-biomethane-sector-in-france.pdf_18,0.65625
2019 02 14 projet de PNIEC France_Version consolidee.pdf_217,2022-10-27-draft-response-document.pdf_110,0.66796875
20200422 Programmation pluriannuelle de l_énergie.pdf_42,PPE-Executive summary.pdf_10,0.72265625
20200422 Programmation pluriannuelle de l_énergie.pdf_44,PPE-Executive summary.pdf_10,0.6875
20200422 Programmation pluriannuelle de l_énergie.pdf_153,PPE-Executive summary.pdf_12,0.71484375
20200422 Programmation pluriannuelle de l_énergie.pdf_154,PPE-Executive summary.pdf_12,0.6796875
20200422 Programmation pluriannuelle de l_énergie.pdf_159,PPE-Executive summary.pdf_23,0.671875
20200422 Programmation pluriannuelle de l_énergie.pdf_160,PPE-Executive summary.pdf_23,0.72265625
20200422 Programmation pluriannuelle de l_énergie.pdf_161,PPE-Executive summary.pdf_23,0.7578125
20200422 Programmation pluriannuelle de l_énergie.pdf_162,PPE-Executive summary.pdf_24,0.703125
20200422 Programmation pluriannuelle de l_énergie.pdf_249,PPE-Executive summary.pdf_8,0.68359375
20200422 Programmation pluriannuelle de l_énergie.pdf_256,PPE-Executive summary.pdf_31,0.65625
20200422 Programmation pluriannuelle de l_énergie.pdf_287,PPE-Executive summary.pdf_33,0.6640625
20200422 Programmation pluriannuelle de l_énergie.pdf_288,PPE-Executive summary.pdf_33,0.6640625
20200422 Programmation pluriannuelle de l_énergie.pdf_300,PPE-Executive summary.pdf_10,0.65234375
20200422 Programmation pluriannuelle de l_énergie.pdf_301,France NPF (EN).pdf_59,0.68359375
20200422 Programmation pluriannuelle de l_énergie.pdf_304,France NPF (EN).pdf_59,0.66015625
20200422 Programmation pluriannuelle de l_énergie.pdf_324,PPE-Executive summary.pdf_10,0.65234375
20200422 Programmation pluriannuelle de l_énergie.pdf_360,PPE-Executive summary.pdf_10,0.65234375
20200422 Synthèse de la PPE.pdf_2,PPE-Executive summary.pdf_1,0.6953125
20200422 Synthèse de la PPE.pdf_11,PPE-Executive summary.pdf_8,0.72265625
20200422 Synthèse de la PPE.pdf_12,PPE-Executive summary.pdf_10,0.69921875
20200422 Synthèse de la PPE.pdf_14,PPE-Executive summary.pdf_10,0.7421875
20200422 Synthèse de la PPE.pdf_16,PPE-Executive summary.pdf_12,0.75
20200422 Synthèse de la PPE.pdf_19,PPE-Executive summary.pdf_14,0.67578125
20200422 Synthèse de la PPE.pdf_22,PPE-Executive summary.pdf_17,0.7578125
20200422 Synthèse de la PPE.pdf_26,PPE-Executive summary.pdf_20,0.6953125
20200422 Synthèse de la PPE.pdf_29,PPE-Executive summary.pdf_23,0.78515625
20200422 Synthèse de la PPE.pdf_30,PPE-Executive summary.pdf_24,0.703125
20200422 Synthèse de la PPE.pdf_35,PPE-Executive summary.pdf_28,0.734375
20200422 Synthèse de la PPE.pdf_39,PPE-Executive summary.pdf_31,0.7109375
20200422 Synthèse de la PPE.pdf_41,PPE-Executive summary.pdf_33,0.69140625
20240619_Rapport_CETE_Tome1.pdf_164,TotalEnergies-company-briefing-March-2022.pdf_4,0.703125
23242_Strategie-energie-climat.pdf_59,DP_Paris_deep_decarbonisation_EN.pdf_17,0.66015625
241104_Projet de Programmation pluriannuelle de l_énergie 3 VFF.pdf_72,ENGIEXH2-EN-005.pdf_14,0.65625
273381.pdf_9,France NPF (EN).pdf_6,0.6875
273381.pdf_10,France NPF (EN).pdf_6,0.65234375
273381.pdf_15,France NPF (EN).pdf_5,0.69140625
273381.pdf_29,France NPF (EN).pdf_59,0.7109375
273381.pdf_33,France NPF (EN).pdf_10,0.65625
273381.pdf_36,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_2,0.6796875
273381.pdf_40,France NPF (EN).pdf_6,0.72265625
273381.pdf_50,2021-05-en-digest-hydrogene-bfinvest.pdf_4,0.68359375
273381.pdf_77,France NPF (EN).pdf_10,0.68359375
273381.pdf_78,France NPF (EN).pdf_12,0.66796875
273381.pdf_98,France NPF (EN).pdf_66,0.6796875
296092.pdf_59,DP_Paris_deep_decarbonisation_EN.pdf_8,0.66015625
83264_CESCHIA_2020_archivage.pdf_6,Energy pathways 2050_Key results.pdf_7,0.76953125
83264_CESCHIA_2020_archivage.pdf_56,a365101-832.pdf_7,0.67578125
83264_CESCHIA_2020_archivage.pdf_57,515.pdf_3,0.6953125
83264_CESCHIA_2020_archivage.pdf_82,a365101-832.pdf_4,0.66015625
83264_CESCHIA_2020_archivage.pdf_121,Energy pathways 2050_Key results.pdf_7,0.66015625
83264_CESCHIA_2020_archivage.pdf_132,a365101-832.pdf_4,0.68359375
83264_CESCHIA_2020_archivage.pdf_144,515.pdf_4,0.66015625
83264_CESCHIA_2020_archivage.pdf_153,Energy pathways 2050_Key results.pdf_7,0.73828125
83264_CESCHIA_2020_archivage.pdf_167,MJAE-Volume 41-Issue 4- Page 341-358.pdf_15,0.65625
DPLithium-Imerys-Emili-DMO_0 (1).pdf_142,MS on cleanTech July2023-67e7048b-dd11-4495-96ca-057a9fe3f853.pdf_59,0.66796875
DPLithium-Imerys-Emili-DMO_0.pdf_142,MS on cleanTech July2023-67e7048b-dd11-4495-96ca-057a9fe3f853.pdf_59,0.66796875
E+640_BD.pdf_15,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_2,0.6796875
E+640_BD.pdf_16,MS on cleanTech July2023-67e7048b-dd11-4495-96ca-057a9fe3f853.pdf_59,0.68359375
EDF-EN_Sud-Artois_Chap02_EIE_01_Etude-dImpact_VC.pdf_1,Energy pathways 2050_Key results.pdf_61,1.0078125
ENGIE - 2023 UNIVERSAL REGISTRATION DOCUMENT.pdf_6,Arnaud-de-Limburg-Clean-Hydrogen-The-Projects.pdf_1,0.734375
ENGIE - 2023 UNIVERSAL REGISTRATION DOCUMENT.pdf_66,20230613_Engie_Green_Framework (VDEF).pdf_12,0.703125
ENGIE - 2023 UNIVERSAL REGISTRATION DOCUMENT.pdf_72,Sylvie-Denoble-Mayer-Hydrogen-Policy-Regulation-and-Opportunities.pdf_2,0.671875
ENGIE FY 2022 Databook PDF.pdf_35,Arnaud-de-Limburg-Clean-Hydrogen-The-Projects.pdf_1,0.66796875
ENGIE-AMEA_Sustainability-Report_2023.pdf_13,Sylvie-Denoble-Mayer-Hydrogen-Policy-Regulation-and-Opportunities.pdf_2,0.77734375
ENGIE_AMEA_SUSTAINABILITY_REPORT_2022.pdf_18,ENGIEXH2-EN-005.pdf_6,0.69921875
ENGIE_AMEA_Sustainability-Report_2024.pdf_57,20230613_Engie_Green_Framework (VDEF).pdf_13,0.65234375
ENGIE_DEU_2021_MEL_FR.pdf_32,ENGIEXH2-EN-005.pdf_6,0.65625
ENGIE_DEU_2021_MEL_FR.pdf_191,20230613_Engie_Green_Framework (VDEF).pdf_14,0.67578125
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_16",France NPF (EN).pdf_58,0.6953125
Engie_-_Research_Innovation_(FR).pdf_14,ENGIEXH2-EN-005.pdf_13,0.765625
Environnement-edition-2021.pdf_13,ORANO_SCOPE_WASTE_EN.pdf_8,0.6875
Environnement-edition-2021.pdf_14,ORANO_SCOPE_WASTE_EN.pdf_8,0.70703125
Environnement-edition-2021.pdf_159,nuclear-safety-environment-policy-2017-2020.pdf_5,0.75
Expose-H2-ADEFPAT_Braley.pdf_6,ENGIEXH2-EN-005.pdf_9,0.68359375
FC147379597_20210407.pdf_67,MS on cleanTech July2023-67e7048b-dd11-4495-96ca-057a9fe3f853.pdf_27,0.65234375
FC411381767_20210429.pdf_9,business-solutions-march-2019.pdf_4,0.6796875
FC411381767_20210429.pdf_37,orano-malvesi-uk.pdf_1,0.6875
FC411381767_20210429.pdf_40,business-solutions-march-2019.pdf_8,0.65234375
FC411381767_20210429.pdf_41,business-solutions-march-2019.pdf_8,0.66796875
FC411381767_20210429.pdf_42,business-solutions-march-2019.pdf_11,0.6953125
FC411381767_20210429.pdf_311,nuclear-safety-environment-policy-2017-2020.pdf_5,0.73828125
France-Relance-Focus-Hydrogen.pdf_1,2021-05-en-digest-hydrogene-bfinvest.pdf_6,0.74609375
France-Relance-Focus-Hydrogen.pdf_2,2021-05-en-digest-hydrogene-bfinvest.pdf_3,0.8671875
France-Relance-Focus-Hydrogen.pdf_3,2021-05-en-digest-hydrogene-bfinvest.pdf_3,0.9765625
France-Relance-Focus-Hydrogen.pdf_4,2021-05-en-digest-hydrogene-bfinvest.pdf_4,0.96875
France-Relance-Focus-Hydrogen.pdf_6,2021-05-en-digest-hydrogene-bfinvest.pdf_6,0.7734375
Investor-Presentation-4Q23-vf.pdf_25,Solar photovoltaic-toward commoditization.pdf_3,0.6875
MERCIER_2015_archivage.pdf_2,Energy pathways 2050_Key results.pdf_61,1.0078125
MERCIER_2015_archivage.pdf_4,Energy pathways 2050_Key results.pdf_61,1.0078125
MERCIER_2015_archivage.pdf_15,Energy pathways 2050_Key results.pdf_7,0.71875
MERCIER_2015_archivage.pdf_38,advanced-management-distribution-grids.pdf_0,0.671875
MERCIER_2015_archivage.pdf_46,Energy pathways 2050_Key results.pdf_7,0.84375
MERCIER_2015_archivage.pdf_112,Energy pathways 2050_Key results.pdf_7,0.8359375
MERCIER_2015_archivage.pdf_139,515.pdf_4,0.66015625
MERCIER_2015_archivage.pdf_153,Energy pathways 2050_Key results.pdf_7,0.7734375
MERCIER_2015_archivage.pdf_163,A-Study-on-Solar-Photovoltaic-Conversion.pdf_5,0.65625
NetZeroemission.pdf_71,MS on cleanTech July2023-67e7048b-dd11-4495-96ca-057a9fe3f853.pdf_74,0.65234375
ObsEol-2023_webHD_2023_12.pdf_5,Wind-Observatory-2023.pdf_5,0.78125
ObsEol-2023_webHD_2023_12.pdf_11,Wind-Observatory-2023.pdf_47,0.69921875
ObsEol-2023_webHD_2023_12.pdf_12,Wind-Observatory-2023.pdf_47,0.734375
ObsEol-2023_webHD_2023_12.pdf_15,Wind-Observatory-2023.pdf_15,0.765625
ObsEol-2023_webHD_2023_12.pdf_22,Wind-Observatory-2023.pdf_22,0.7578125
ObsEol-2023_webHD_2023_12.pdf_34,Wind-Observatory-2023.pdf_34,0.7890625
ObsEol-2023_webHD_2023_12.pdf_42,Wind-Observatory-2023.pdf_42,0.8515625
ObsEol-2023_webHD_2023_12.pdf_46,Wind-Observatory-2023.pdf_47,0.7578125
ObsEol-2023_webHD_2023_12.pdf_47,Wind-Observatory-2023.pdf_47,0.74609375
ObsEol-2023_webHD_2023_12.pdf_51,Wind-Observatory-2023.pdf_51,0.73046875
ObsEol-2023_webHD_2023_12.pdf_52,Wind-Observatory-2023.pdf_137,0.68359375
ObsEol-2023_webHD_2023_12.pdf_53,Wind-Observatory-2023.pdf_54,0.6875
ObsEol-2023_webHD_2023_12.pdf_54,Wind-Observatory-2023.pdf_54,0.7578125
ObsEol-2023_webHD_2023_12.pdf_56,Wind-Observatory-2023.pdf_54,0.66796875
ObsEol-2023_webHD_2023_12.pdf_59,Wind-Observatory-2023.pdf_59,0.796875
ObsEol-2023_webHD_2023_12.pdf_62,Wind-Observatory-2023.pdf_62,0.81640625
ObsEol-2023_webHD_2023_12.pdf_64,Wind-Observatory-2023.pdf_64,0.85546875
ObsEol-2023_webHD_2023_12.pdf_74,Wind-Observatory-2023.pdf_74,0.7734375
ObsEol-2023_webHD_2023_12.pdf_76,Wind-Observatory-2023.pdf_74,0.65625
ObsEol-2023_webHD_2023_12.pdf_82,Wind-Observatory-2023.pdf_93,0.66796875
ObsEol-2023_webHD_2023_12.pdf_85,Wind-Observatory-2023.pdf_124,0.765625
ObsEol-2023_webHD_2023_12.pdf_86,Wind-Observatory-2023.pdf_86,0.8125
ObsEol-2023_webHD_2023_12.pdf_89,Wind-Observatory-2023.pdf_89,0.71875
ObsEol-2023_webHD_2023_12.pdf_90,Wind-Observatory-2023.pdf_94,0.73828125
ObsEol-2023_webHD_2023_12.pdf_91,Wind-Observatory-2023.pdf_94,0.69921875
ObsEol-2023_webHD_2023_12.pdf_92,Wind-Observatory-2023.pdf_92,0.78125
ObsEol-2023_webHD_2023_12.pdf_93,Wind-Observatory-2023.pdf_93,0.7890625
ObsEol-2023_webHD_2023_12.pdf_94,Wind-Observatory-2023.pdf_94,0.84375
ObsEol-2023_webHD_2023_12.pdf_95,Wind-Observatory-2023.pdf_96,0.73046875
ObsEol-2023_webHD_2023_12.pdf_96,Wind-Observatory-2023.pdf_96,0.79296875
ObsEol-2023_webHD_2023_12.pdf_99,Wind-Observatory-2023.pdf_99,0.859375
ObsEol-2023_webHD_2023_12.pdf_107,2022-04_EDF-RD-White-Paper_Renewables-Integration.pdf_5,0.6875
ObsEol-2023_webHD_2023_12.pdf_109,Wind-Observatory-2023.pdf_109,0.734375
ObsEol-2023_webHD_2023_12.pdf_123,Wind-Observatory-2023.pdf_92,0.7890625
ObsEol-2023_webHD_2023_12.pdf_124,Wind-Observatory-2023.pdf_124,0.81640625
ObsEol-2023_webHD_2023_12.pdf_127,Wind-Observatory-2023.pdf_137,0.70703125
ObsEol-2023_webHD_2023_12.pdf_128,Wind-Observatory-2023.pdf_137,0.70703125
ObsEol-2023_webHD_2023_12.pdf_129,Wind-Observatory-2023.pdf_137,0.67578125
ObsEol-2023_webHD_2023_12.pdf_130,Wind-Observatory-2023.pdf_137,0.76953125
ObsEol-2023_webHD_2023_12.pdf_131,Wind-Observatory-2023.pdf_137,0.6953125
ObsEol-2023_webHD_2023_12.pdf_132,Wind-Observatory-2023.pdf_137,0.73828125
ObsEol-2023_webHD_2023_12.pdf_133,Wind-Observatory-2023.pdf_137,0.7265625
ObsEol-2023_webHD_2023_12.pdf_134,Wind-Observatory-2023.pdf_137,0.70703125
ObsEol-2023_webHD_2023_12.pdf_135,Wind-Observatory-2023.pdf_137,0.7421875
ObsEol-2023_webHD_2023_12.pdf_136,Wind-Observatory-2023.pdf_137,0.69140625
ObsEol-2023_webHD_2023_12.pdf_137,Wind-Observatory-2023.pdf_137,0.77734375
ObsEol-2023_webHD_2023_12.pdf_138,Wind-Observatory-2023.pdf_137,0.68359375
ObsEol-2023_webHD_2023_12.pdf_145,Wind-Observatory-2023.pdf_145,0.76171875
ObsEol-2023_webHD_2023_12.pdf_146,Wind-Observatory-2023.pdf_146,0.9140625
Projet SNBC EN.pdf_52,PPE-Executive summary.pdf_28,0.6953125
Projet SNBC EN.pdf_62,PPE-Executive summary.pdf_10,0.66796875
Projet SNBC EN.pdf_64,PPE-Executive summary.pdf_10,0.6640625
Projet-ACC-dossier-de-concertation-1-1.pdf_22,France NPF (EN).pdf_6,0.6875
RNT_Etude d_Impact_VC.pdf_1,Energy pathways 2050_Key results.pdf_61,1.0078125
RNT_Etude d_Impact_VC.pdf_4,Energy pathways 2050_Key results.pdf_61,1.0
Rapport-TSN-edition-2020-Orano-la-Hague.pdf_7,ORANO_SCOPE_WASTE_EN.pdf_8,0.734375
Rapport-TSN-edition-2020-Orano-la-Hague.pdf_91,nuclear-safety-environment-policy-2017-2020.pdf_5,0.734375
Rapport_marche_de_detail_novembre_2023.pdf_164,Energy pathways 2050_Key results.pdf_61,1.0078125
Recyclage_Batteries_pdfavcouv-vdiff.pdf_9,74 Recycling electric vehicle.pdf_5,0.68359375
Recyclage_Batteries_pdfavcouv-vdiff.pdf_10,74 Recycling electric vehicle.pdf_5,0.734375
Recyclage_Batteries_pdfavcouv-vdiff.pdf_11,74 Recycling electric vehicle.pdf_5,0.67578125
Recyclage_Batteries_pdfavcouv-vdiff.pdf_40,74 Recycling electric vehicle.pdf_4,0.65234375
Recyclage_Batteries_pdfavcouv-vdiff.pdf_42,74 Recycling electric vehicle.pdf_4,0.68359375
Recyclage_Batteries_pdfavcouv-vdiff.pdf_43,74 Recycling electric vehicle.pdf_4,0.703125
Recyclage_Batteries_pdfavcouv-vdiff.pdf_52,74 Recycling electric vehicle.pdf_5,0.69921875
Recyclage_Batteries_pdfavcouv-vdiff.pdf_62,74 Recycling electric vehicle.pdf_4,0.68359375
Synthèse finale Projet de PPE.pdf_2,PPE-Executive summary.pdf_1,0.671875
Synthèse finale Projet de PPE.pdf_9,PPE-Executive summary.pdf_8,0.75
Synthèse finale Projet de PPE.pdf_11,PPE-Executive summary.pdf_10,0.71484375
Synthèse finale Projet de PPE.pdf_13,PPE-Executive summary.pdf_12,0.76953125
Synthèse finale Projet de PPE.pdf_15,PPE-Executive summary.pdf_14,0.70703125
Synthèse finale Projet de PPE.pdf_18,PPE-Executive summary.pdf_17,0.78515625
Synthèse finale Projet de PPE.pdf_21,PPE-Executive summary.pdf_20,0.6796875
Synthèse finale Projet de PPE.pdf_24,PPE-Executive summary.pdf_23,0.78125
Synthèse finale Projet de PPE.pdf_25,PPE-Executive summary.pdf_24,0.69140625
Synthèse finale Projet de PPE.pdf_35,PPE-Executive summary.pdf_33,0.7578125
TotalEnergies_Energy_Outlook_2023_FR.pdf_24,3d96e0d9-en.pdf_35,0.66796875
Vies-de-la-batterie-du-vehicule-electrique-01-10-2024.pdf_28,74 Recycling electric vehicle.pdf_4,0.65625
Yellow-Tomorrow-Ils-font-briller-la-flamme-orano-EN.pdf_14,business-solutions-march-2019.pdf_11,0.75
annexes-2.pdf_28,Energy pathways 2050_Key results.pdf_7,0.84375
annexes-2.pdf_36,Energy pathways 2050_Key results.pdf_7,0.81640625
annual-results-2022-facts-and-figures-en-2023-04-14.pdf_50,2022-10-27-draft-response-document.pdf_87,0.65234375
annual-results-2022-facts-and-figures-en-2023-04-14.pdf_52,ORANO_SCOPE_WASTE_EN.pdf_11,0.69921875
annual-results-2023-facts-and-figures-en-2024-04-23.pdf_39,edf_in_asia_2017.pdf_0,0.66796875
annual-results-2023-facts-and-figures-en-2024-04-23.pdf_40,2022-10-27-draft-response-document.pdf_121,0.67578125
annual-results-2023-facts-and-figures-en-2024-04-23.pdf_50,ORANO_SCOPE_WASTE_EN.pdf_11,0.7421875
annual-results-2023-facts-and-figures-en-2024-04-23.pdf_84,2022-10-27-draft-response-document.pdf_121,0.671875
climate-change-resilience-report.pdf_9,20230613_Engie_Green_Framework (VDEF).pdf_12,0.66796875
cpr03_lesechos_16165_1056553_ENGIE_URD_2021.pdf_6,Arnaud-de-Limburg-Clean-Hydrogen-The-Projects.pdf_1,0.68359375
cpr03_lesechos_16165_1056553_ENGIE_URD_2021.pdf_72,20230613_Engie_Green_Framework (VDEF).pdf_12,0.71875
cpr03_lesechos_16165_1056553_ENGIE_URD_2021.pdf_191,20230613_Engie_Green_Framework (VDEF).pdf_14,0.7578125
damintode.kolani_3424.pdf_87,Energy pathways 2050_Key results.pdf_7,0.65234375
dgec_panorama_energie_climat_15.pdf_107,Solar photovoltaic-toward commoditization.pdf_11,0.671875
dgec_panorama_energie_climat_16.pdf_121,Solar photovoltaic-toward commoditization.pdf_11,0.66796875
dp_centralepv_crucey_new-1.pdf_7,illustrative_presentation.pdf_5,0.70703125
edf-2021-universal-registration-document.pdf_14,2022-10-27-draft-response-document.pdf_100,0.6796875
edf-2021-universal-registration-document.pdf_26,2022-10-27-draft-response-document.pdf_87,0.6953125
edf-2021-universal-registration-document.pdf_48,2022-10-27-draft-response-document.pdf_108,0.6796875
edf-2021-universal-registration-document.pdf_52,2022-10-27-draft-response-document.pdf_110,0.70703125
edf-2021-universal-registration-document.pdf_75,2022-10-27-draft-response-document.pdf_121,0.71875
edf-2021-universal-registration-document.pdf_78,edf_in_asia_2017.pdf_0,0.65234375
edf-2021-universal-registration-document.pdf_81,edf_in_asia_2017.pdf_0,0.66015625
edf-2021-universal-registration-document.pdf_144,20230613_Engie_Green_Framework (VDEF).pdf_12,0.65625
edf-2021-universal-registration-document.pdf_327,s-and-p-edf-ratings-direct-2024-07-02.pdf_8,0.6796875
edf-facts-and-figures-2021-vdef.pdf_65,2022-10-27-draft-response-document.pdf_115,0.734375
edf-facts-and-figures-2021-vdef.pdf_68,2022-10-27-draft-response-document.pdf_121,0.74609375
edf-facts-and-figures-2021-vdef.pdf_71,2022-10-27-draft-response-document.pdf_121,0.68359375
edf-facts-and-figures-2021-vdef.pdf_72,edf_in_asia_2017.pdf_0,0.68359375
edf-facts-and-figures-2021-vdef.pdf_74,2022-10-27-draft-response-document.pdf_121,0.66015625
edf-facts-and-figures-2021-vdef.pdf_86,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_42,0.72265625
edf-facts-and-figures-2021-vdef.pdf_104,2022-10-27-draft-response-document.pdf_87,0.8203125
edf-facts-and-figures-2021-vdef.pdf_107,ORANO_SCOPE_WASTE_EN.pdf_11,0.71875
edf-facts-and-figures-2021-vdef.pdf_168,2022-10-27-draft-response-document.pdf_108,0.6875
edf-facts-and-figures-2021-vdef.pdf_194,2022-10-27-draft-response-document.pdf_131,0.6796875
edf-plaquette-presentation-r-et-d-2024-06-24.pdf_3,2022-04_EDF-RD-White-Paper_Renewables-Integration.pdf_6,0.69140625
edf-urd-annual-financial-report-2020-en.pdf_27,2022-10-27-draft-response-document.pdf_87,0.73828125
edf-urd-annual-financial-report-2020-en.pdf_54,2022-10-27-draft-response-document.pdf_110,0.67578125
edf-urd-annual-financial-report-2020-en.pdf_80,2022-10-27-draft-response-document.pdf_121,0.72265625
edf-urd-annual-financial-report-2020-en.pdf_82,2022-10-27-draft-response-document.pdf_121,0.67578125
edf-urd-annual-financial-report-2020-en.pdf_84,edf_in_asia_2017.pdf_0,0.6796875
edf-urd-annual-financial-report-2022-en-update.pdf_28,2022-10-27-draft-response-document.pdf_87,0.74609375
edf-urd-annual-financial-report-2022-en-update.pdf_49,2022-10-27-draft-response-document.pdf_108,0.75390625
edf-urd-annual-financial-report-2022-en-update.pdf_77,2022-10-27-draft-response-document.pdf_121,0.72265625
edf-urd-annual-financial-report-2022-en-update.pdf_78,2022-10-27-draft-response-document.pdf_121,0.6640625
edf-urd-annual-financial-report-2022-en-update.pdf_80,edf_in_asia_2017.pdf_0,0.65234375
edf-urd-annual-financial-report-2022-en-update.pdf_89,2022-10-27-draft-response-document.pdf_121,0.66015625
edf-urd-annual-financial-report-2022-en-update.pdf_439,2022-10-27-draft-response-document.pdf_139,0.65625
